"gene","weight_P0","weight_P7","nonzero_P0","nonzero_P7","in_both","same_sign","direction","DE_log2FC_P0","DE_padj_P0","DE_log2FC_P7","DE_padj_P7","in_shared_KO_up","in_CONFOUND","removed_by_ubiquity","ubiquitous_cm_dominant","in_E2F_TARGETS","in_hallmark_E2F","class","chr","feature_space","NOTE"
"Dpt",0.045154936332288,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.153187616045583,0.372334313417432,0.273027320545548,0.215971909757521,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","controlled","descriptive_n1_sex_confounded_depth_matched"
"Cpe",-0.0446882546007124,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",0.0317369785846289,0.655708703841505,0.136660975584446,0.00342007135622249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","8","controlled","descriptive_n1_sex_confounded_depth_matched"
"Kcnj8",0.0443937626207406,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.715038917872928,0.000245814823308941,0.112117742116436,0.617243579355405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","6","controlled","descriptive_n1_sex_confounded_depth_matched"
"Top2a",-0.0437062175663756,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.374599323856919,1.06536085394424e-14,0.755580181917909,3.84496972868376e-83,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"other","11","controlled","descriptive_n1_sex_confounded_depth_matched"
"Casq1",-0.0433026630038856,-0.0282000958186037,TRUE,TRUE,TRUE,TRUE,"down_in_KO",0.237382768821191,2.56292392998852e-05,-0.3702806625976,4.61735454268552e-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","controlled","descriptive_n1_sex_confounded_depth_matched"
"Fndc5",0,-0.0428662077681446,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.427309184709156,4.87580448075094e-16,-0.707371577429046,1.50392399080728e-86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","4","controlled","descriptive_n1_sex_confounded_depth_matched"
"Btg2",-0.0422464882665761,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.517645153410496,1.33650889939738e-35,0.761048337794623,2.65125637568302e-52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","controlled","descriptive_n1_sex_confounded_depth_matched"
"Gas2l3",-0.0411348239659784,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",0.33416326053283,1.39135826582409e-06,0.595520390272883,7.99554895248243e-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","10","controlled","descriptive_n1_sex_confounded_depth_matched"
"Bcl3",-0.0409323458271533,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.78300394666507,2.13868412425556e-05,-0.33487322247995,0.153654759276855,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","7","controlled","descriptive_n1_sex_confounded_depth_matched"
"Heg1",0,-0.0407747625560472,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.102696652786049,0.118749603162042,-0.315109901202158,2.53323906057061e-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","16","controlled","descriptive_n1_sex_confounded_depth_matched"
"Atp2b2",-0.039145296519888,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",0.519247654354811,0.0423970508545017,0.868440330478009,0.00862053688473334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","6","controlled","descriptive_n1_sex_confounded_depth_matched"
"Hpcal1",0.0390255801764908,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.250075162643579,0.00591454842020173,0.983243112041668,5.27308381065773e-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","12","controlled","descriptive_n1_sex_confounded_depth_matched"
"Cd109",0.0387572545547131,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.00346707931875302,0.989922187682989,0.649232885910997,0.0252644617545566,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","controlled","descriptive_n1_sex_confounded_depth_matched"
"Hoxa5",-0.0383346708668498,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.0424997718633331,0.809647950455415,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","6","controlled","descriptive_n1_sex_confounded_depth_matched"
"Itpkb",0,-0.0376333205238546,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.0982154196922433,0.515247944257268,0.195711771131502,0.180381145791149,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","controlled","descriptive_n1_sex_confounded_depth_matched"
"Arl15",0,-0.0374296029070231,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.380964101417504,5.07494670579095e-06,-0.269543412578922,0.00313988666470722,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","13","controlled","descriptive_n1_sex_confounded_depth_matched"
"Nfkbia",0.0368827622012821,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.211962189680967,2.29333600737404e-07,0.186945644423805,7.07358481719809e-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","12","controlled","descriptive_n1_sex_confounded_depth_matched"
"B2m",0.0341006262946818,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.13065894684145,0.00960521286469814,0.304620551725505,1.59689148398891e-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","2","controlled","descriptive_n1_sex_confounded_depth_matched"
"Erbb4",0.0326009816324362,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.0328746101552305,0.668949552131868,-0.171991883132801,5.66854200385718e-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","controlled","descriptive_n1_sex_confounded_depth_matched"
"Cd200",-0.0322430236670765,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-1.13255241347198,1.1650095942812e-13,0.0653766243324678,0.787452200900885,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","16","controlled","descriptive_n1_sex_confounded_depth_matched"
"Spef2",0,0.0303731070884449,FALSE,TRUE,FALSE,FALSE,"up_in_KO",-0.0785372273538337,0.541866680267032,-0.00365887625154729,0.98445475043339,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","15","controlled","descriptive_n1_sex_confounded_depth_matched"
"Cenpp",0,-0.0301918783292043,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.0309269044332195,0.801752160453761,0.269692364415064,5.69282506763983e-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","13","controlled","descriptive_n1_sex_confounded_depth_matched"
"Igfbp5",0,0.0301833505507725,FALSE,TRUE,FALSE,FALSE,"up_in_KO",-0.482298391280182,1.1362879620211e-08,0.669812177788379,1.05744763853294e-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","controlled","descriptive_n1_sex_confounded_depth_matched"
"Rhob",0,-0.0298743661241491,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.336943886156541,1.71233219849304e-11,-0.26450028723395,1.25487235936458e-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","12","controlled","descriptive_n1_sex_confounded_depth_matched"
"Cavin1",-0.0297840286977432,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.0754193156321617,0.113604948566137,0.0214903183822072,0.667326829366357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","11","controlled","descriptive_n1_sex_confounded_depth_matched"
"Stx3",0,-0.0282572479869554,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.588781270816773,0.000697200742924646,0.0839530895006863,0.717767319756735,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","19","controlled","descriptive_n1_sex_confounded_depth_matched"
"Fmnl3",0.0280021826637493,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.0936606561177803,0.569680776785087,0.215578943799557,0.214183927648728,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","15","controlled","descriptive_n1_sex_confounded_depth_matched"
"Fbln2",0.0268521221081299,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.0752483495238106,0.634241370811761,0.395703133332953,0.0616386644102664,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","6","controlled","descriptive_n1_sex_confounded_depth_matched"
"Snai1",0.0257440401533938,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.340251824147418,0.0953450681553928,0.148483875695507,0.376594967952207,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","2","controlled","descriptive_n1_sex_confounded_depth_matched"
"S1pr1",0,0.0250334426865616,FALSE,TRUE,FALSE,FALSE,"up_in_KO",-0.149239353844139,0.00694809056022237,0.68954559026409,2.27544454850889e-39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","3","controlled","descriptive_n1_sex_confounded_depth_matched"
"C530008M17Rik",-0.0231533820293456,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.366190377704885,0.0200730449414785,0.196109231417095,0.038324073658832,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other",NA,"controlled","descriptive_n1_sex_confounded_depth_matched"
"H19",-0.023106641690133,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.247123123916675,1.05218704365375e-12,1.08706948237515,3.16410399986834e-33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","7","controlled","descriptive_n1_sex_confounded_depth_matched"
"Shcbp1",0,-0.0230557787410227,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.0486408317683115,0.736186055797592,0.404914852749602,1.56992841639023e-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","8","controlled","descriptive_n1_sex_confounded_depth_matched"
"H2ax",-0.0219741649388497,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.375429714973516,2.14698557693779e-13,0.175753858637667,0.00122245161913642,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"other","9","controlled","descriptive_n1_sex_confounded_depth_matched"
"Ltbp1",-0.021878581909094,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.094038974888699,0.312459696864306,-0.572916842086379,9.39176100754665e-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","17","controlled","descriptive_n1_sex_confounded_depth_matched"
"Gnai2",-0.0216331424136758,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.171166827619074,7.25743213813681e-06,0.0517552632253147,0.211883184260293,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","controlled","descriptive_n1_sex_confounded_depth_matched"
"Slc29a1",0.0208249111291571,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.0997044321447596,0.23455805070096,0.189088701926932,0.000422541542389443,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","17","controlled","descriptive_n1_sex_confounded_depth_matched"
"Map3k5",-0.0189838460854451,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.183601623759339,0.00120045543093365,-0.604367595829184,3.70489829556986e-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","10","controlled","descriptive_n1_sex_confounded_depth_matched"
"Myl9",0.0187102924929505,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.0865889670898543,0.0603603780101066,0.101319935697111,0.000242182305003197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","2","controlled","descriptive_n1_sex_confounded_depth_matched"
"Btk",-0.0183743074365674,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.614896584124315,0.00399970775316503,0.765146136424114,5.74080125155264e-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","X","controlled","descriptive_n1_sex_confounded_depth_matched"
"4930550C14Rik",0,0.0183354008425178,FALSE,TRUE,FALSE,FALSE,"up_in_KO",-0.147196222594353,0.369638637477751,0.282119947237685,0.0972358251690442,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","controlled","descriptive_n1_sex_confounded_depth_matched"
"F730035M05Rik",0,-0.0167115592998063,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.0283703134609342,0.887524477930516,-0.31890898912353,0.01225002579611,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","12","controlled","descriptive_n1_sex_confounded_depth_matched"
"Tgfbr2",0,0.016356748253579,FALSE,TRUE,FALSE,FALSE,"up_in_KO",0.156371629459494,0.218419764774512,0.221670653240192,0.249532255042834,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","controlled","descriptive_n1_sex_confounded_depth_matched"
"Adamts1",-0.0141325279075363,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.374699749214792,8.55566747775633e-18,1.9891870041174,1.15717751887262e-134,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","16","controlled","descriptive_n1_sex_confounded_depth_matched"
"Egr1",-0.0130215299026735,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.477805675078301,3.99555379614843e-39,0.464767420202518,4.41250875287968e-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","18","controlled","descriptive_n1_sex_confounded_depth_matched"
"Gas1",0.0108827243959575,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.211183023435717,0.0556505554724568,-0.539384885471713,5.22584947698608e-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","13","controlled","descriptive_n1_sex_confounded_depth_matched"
"S100a16",0,-0.0101267154747553,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.534250556106504,1.20037895918117e-10,-0.175141776894488,0.0512557576366764,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","3","controlled","descriptive_n1_sex_confounded_depth_matched"
"Arhgap31",-0.00942570746369481,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.114448208047354,0.0954572031615553,-0.28219522368303,0.000642842227546526,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","16","controlled","descriptive_n1_sex_confounded_depth_matched"
"Nmrk2",0.00777873830130609,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.0435206133828412,0.592723295143952,-0.429418746232236,6.17415387039341e-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","10","controlled","descriptive_n1_sex_confounded_depth_matched"
"Nppb",0.00595518710106165,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.330673329763103,8.11169673897953e-12,0.487608010919926,5.71877685624005e-70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","4","controlled","descriptive_n1_sex_confounded_depth_matched"
"Ogn",0.00532005363726959,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.345960815860394,3.21305274624623e-05,-0.301819547534022,1.60464101032333e-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","13","controlled","descriptive_n1_sex_confounded_depth_matched"
"Myl7",-0.00485130283612335,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.507188666376139,6.60328766698954e-06,1.94904882436954,3.2245887896919e-51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","11","controlled","descriptive_n1_sex_confounded_depth_matched"
"Kdr",0,-0.00448608186479286,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.087712030423657,0.482158356152129,0.17460214601342,0.336146766108881,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","5","controlled","descriptive_n1_sex_confounded_depth_matched"
"Ano1",0,-0.00446333676341378,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.0362995294224838,0.869328393009366,0.0762052343604037,0.705254584625069,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","7","controlled","descriptive_n1_sex_confounded_depth_matched"
"Sipa1l3",-0.00425460263980812,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.667981962463194,1.06399138953791e-05,-0.0829236405151222,0.686188840791702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","7","controlled","descriptive_n1_sex_confounded_depth_matched"
"Spc25",-0.00330457787203979,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.215340069406176,0.00200410486556317,0.460562918560456,1.64083174761237e-13,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"other","2","controlled","descriptive_n1_sex_confounded_depth_matched"
"Tshz2",0,-0.00241200473950656,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.373936658164033,9.35893620048089e-06,0.00434008851401041,0.978689435090655,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","2","controlled","descriptive_n1_sex_confounded_depth_matched"
"Snca",0.000342781692736539,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.259000987830639,0.113363866023329,0.270385145073392,0.220370927134728,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","6","controlled","descriptive_n1_sex_confounded_depth_matched"
