"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,7.48454193009173,0.675,0.03,0,"CM8","Cldn5"
0,7.43520379260712,0.383,0.006,0,"CM8","Timp4"
0,7.22844574966205,0.48,0.009,0,"CM8","Ly6a"
0,7.17289857917043,0.662,0.025,0,"CM8","Gpihbp1"
0,7.06657665317106,0.309,0.004,0,"CM8","Mndal"
0,7.0468405670802,0.658,0.023,0,"CM8","Apold1"
0,6.96921776886052,0.459,0.01,0,"CM8","Myct1"
0,6.96871938741928,0.406,0.012,0,"CM8","Srgn"
0,6.51070714623547,0.342,0.006,0,"CM9","Cntn2"
0,6.13568391316705,0.421,0.016,0,"CM9","Cpne5"
0,5.93803429674244,0.402,0.023,0,"CM9","Slc22a1"
0,5.59374438374951,0.44,0.019,0,"CM9","Cacna2d2"
0,5.15475917099382,0.321,0.018,0,"CM9","Hcn4"
0,4.73326200602395,0.357,0.025,0,"CM9","Sema3c"
0,4.58328050768939,0.424,0.031,0,"CM9","Lmntd1"
0,4.58171914101132,0.648,0.125,0,"CM9","Mgp"
0,4.45118088698015,0.315,0.02,0,"CM9","Adamtsl2"
0,4.27468828162011,0.475,0.044,0,"CM9","Ntm"
