"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,2.51124283741663,0.572,0.124,0,"CM7","Kcnip1"
0,2.4869816506269,0.752,0.328,0,"CM7","Cdk8"
7.85588809059393e-281,2.07352229108862,0.279,0.066,2.38159103354446e-276,"CM7","Camk1d"
0,1.96683258580463,1,0.942,0,"CM7","Gm42418"
1.09734914044732e-130,1.78170837141906,0.291,0.117,3.3267236541801e-126,"CM7","mt-Co3"
4.08453460566953e-310,1.46257260265821,0.73,0.407,1.23826751105477e-305,"CM7","Gphn"
0,1.24555323317349,1,1,0,"CM7","mt-Rnr1"
0,4.08318557604499,0.935,0.123,0,"CM8","Hspa1b"
0,4.06022122298973,0.995,0.201,0,"CM8","Hspa1a"
0,2.35938307859385,0.675,0.297,0,"CM8","Dnajb1"
1.63818221428528e-242,1.99287654272165,0.38,0.13,4.96631320082725e-238,"CM8","Hsph1"
4.32662785192195e-161,1.74418201993375,0.501,0.269,1.31166049958866e-156,"CM8","Abra"
0,1.58231045507548,0.862,0.413,0,"CM8","Atf3"
1.35051564800257e-178,1.20389153264613,0.741,0.493,4.0942232384846e-174,"CM8","Ccn1"
0,1.1495910723644,0.987,0.859,0,"CM8","Jun"
3.60366023123028e-203,1.14427013720739,0.811,0.597,1.09248563569977e-198,"CM8","Bag3"
4.50306087901038e-62,1.13944534822822,0.285,0.152,1.36514793608079e-57,"CM8","Ddit3.1"
0,4.18698673669745,1,0.154,0,"CM9","Ddc"
3.84083249065837e-33,0.610355398866682,0.398,0.277,1.16438677786799e-28,"CM9","Scd4"
2.48426032568853e-22,0.500819103895165,0.337,0.24,7.53128360335735e-18,"CM9","Palmd"
1.70561611306314e-24,0.479674234435075,0.416,0.31,5.1707458083622e-20,"CM9","Gm34030"
9.92503371110241e-15,0.475548349680652,0.299,0.226,3.00887321985781e-10,"CM9","2310040G24Rik"
8.44292305867681e-16,0.457957441445295,0.309,0.232,2.55955655446846e-11,"CM9","Cmbl"
0,7.8280506393074,0.341,0.004,0,"CM10","Car4"
0,7.53180138030078,0.383,0.005,0,"CM10","Sox17"
0,7.50618851277968,0.406,0.006,0,"CM10","Timp4"
0,7.50252124321119,0.707,0.031,0,"CM10","Cldn5"
0,7.20420820450923,0.691,0.025,0,"CM10","Gpihbp1"
0,7.18568990138167,0.5,0.009,0,"CM10","Ly6a"
0,7.0588173203496,0.694,0.023,0,"CM10","Apold1"
0,7.02829512055311,0.633,0.022,0,"CM10","Ly6c1"
0,6.94507275401289,0.478,0.01,0,"CM10","Myct1"
0,6.83811274123251,0.727,0.033,0,"CM10","Esam"
0,4.45997554089295,1,0.24,0,"CM11","Acta1"
1.20479829635874e-58,1.7901455549792,0.39,0.191,3.65246651524117e-54,"CM11","Tceal7"
6.64745319739925e-46,1.71225166005638,0.31,0.146,2.01524191132356e-41,"CM11","Cnn1"
5.33223980559608e-81,1.50228251164852,0.388,0.157,1.61652181946451e-76,"CM11","Lrtm1"
6.1414403301356e-54,1.32066081786235,0.439,0.231,1.86183905048391e-49,"CM11","Nmrk2"
2.7176340698679e-37,1.20494905068253,0.557,0.391,8.23877944621154e-33,"CM11","Fhl1"
1.74640071701488e-35,1.05645760773573,0.302,0.152,5.29438841370231e-31,"CM11","Gm41505"
4.02459741607869e-42,0.986579289025179,0.465,0.274,1.22009695265842e-37,"CM11","Tpm2"
0,7.84785870441322,0.563,0.005,0,"CM12","Cntn2"
0,6.893220220642,0.35,0.005,0,"CM12","Nsg2"
0,6.87332035021721,0.251,0.003,0,"CM12","Ptges"
0,6.79613200361285,0.3,0.013,0,"CM12","Lyz2"
0,6.68888620423157,0.654,0.019,0,"CM12","Cacna2d2"
0,6.43980976209765,0.451,0.006,0,"CM12","Sbk2"
0,6.16259139074883,0.546,0.016,0,"CM12","Cpne5"
0,5.64096412756158,0.915,0.125,0,"CM12","Mgp"
0,5.53477610039258,0.276,0.01,0,"CM12","Crispld2"
0,5.3185169415891,0.754,0.054,0,"CM12","Slit2"
0,9.63219166980161,0.957,0.012,0,"CM13","Sln"
0,8.3768139841397,0.826,0.009,0,"CM13","Mybphl"
0,8.09562210919436,0.641,0.012,0,"CM13","Fgf12"
0,7.60878095204123,0.299,0.002,0,"CM13","Nr2f1"
0,7.13893389249599,0.253,0.003,0,"CM13","Pvalb"
0,6.85053991999556,0.378,0.01,0,"CM13","Bmp2"
0,6.07599936302262,0.602,0.027,0,"CM13","Slc22a1"
0,5.78658518972691,0.286,0.009,0,"CM13","Slc39a8"
2.5554495218818e-232,5.65756062053005,1,0.472,7.74710077053685e-228,"CM13","Myl7"
0,5.5168790456244,0.266,0.007,0,"CM13","Plppr5"
0,14.7168730363542,0.263,0,0,"CM14","Tpsg1"
0,14.4883517727592,0.434,0.003,0,"CM14","Cma1"
0,14.3365282552415,0.283,0.001,0,"CM14","Mcpt4"
0,14.3250737299541,0.434,0.004,0,"CM14","Tpsb2"
0,14.0249953317165,0.263,0,0,"CM14","Trbc1"
0,13.607489576847,0.404,0,0,"CM14","Mrgprb2"
0,13.5347733209658,0.424,0,0,"CM14","Il1rl1"
0,13.5163597150785,0.434,0.006,0,"CM14","Cpa3"
0,13.4447811458936,0.414,0.001,0,"CM14","Tpsab1"
0,13.3484023555298,0.273,0,0,"CM14","Fcer1a"
