"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.14792692019247,0.987,0.858,0,"CM7","Jun"
0,2.99458305594497,0.977,0.569,0,"CM8","Cmss1"
0,2.83270430985679,0.337,0.05,0,"CM8","Gm48099"
0,2.82739657016202,0.371,0.058,0,"CM8","Gm19951"
0,2.66726352410625,0.829,0.325,0,"CM8","Cdk8"
0,2.64646888739019,0.617,0.122,0,"CM8","Kcnip1"
0,2.3146995578059,0.315,0.064,0,"CM8","Camk1d"
0,2.10252337362044,1,0.942,0,"CM8","Gm42418"
3.26830891695205e-205,2.05246803009769,0.253,0.069,9.90820531263183e-201,"CM8","Gm24601"
4.08135627153129e-183,1.93409947076682,0.326,0.115,1.23730396727743e-178,"CM8","mt-Co3"
0,1.64190440331755,0.792,0.405,0,"CM8","Gphn"
0,4.0301629975159,1,0.162,0,"CM9","Ddc"
2.19541897827436e-30,0.833014590146909,0.264,0.158,6.65563217453656e-26,"CM9","Lrtm1"
6.43312198966004e-40,0.629830467034563,0.463,0.309,1.95026526238534e-35,"CM9","Gm34030"
8.21724510567961e-22,0.603665269967196,0.325,0.225,2.49114002623783e-17,"CM9","2310040G24Rik"
2.78764562569626e-23,0.592257696245752,0.336,0.231,8.4510264788608e-19,"CM9","Cmbl"
1.58098031984369e-18,0.578622233249876,0.251,0.166,4.79289993763813e-14,"CM9","Cdkl1"
4.17476939514558e-38,0.553908621130668,0.596,0.449,1.26562308983233e-33,"CM9","Ost4"
1.38554440143944e-24,0.545406806645526,0.368,0.253,4.20041640740379e-20,"CM9","Gm5860"
0,7.72821538885888,0.347,0.004,0,"CM10","Car4"
0,7.44351010387936,0.418,0.007,0,"CM10","Timp4"
0,7.40714242654289,0.714,0.031,0,"CM10","Cldn5"
0,7.3998993588722,0.386,0.005,0,"CM10","Sox17"
0,7.16987412193481,0.701,0.026,0,"CM10","Gpihbp1"
0,7.15013587498395,0.513,0.01,0,"CM10","Ly6a"
0,7.02117083287778,0.7,0.024,0,"CM10","Apold1"
0,7.01791845505564,0.646,0.022,0,"CM10","Ly6c1"
0,6.86394724326722,0.485,0.011,0,"CM10","Myct1"
0,6.80063577814056,0.729,0.034,0,"CM10","Esam"
0,4.94771630882881,0.998,0.236,0,"CM11","Acta1"
1.28917583181079e-114,2.15686384404629,0.375,0.143,3.9082654517176e-110,"CM11","Cnn1"
2.5894075405547e-148,2.09767918951864,0.293,0.078,7.85004789994562e-144,"CM11","4833412C05Rik"
2.89298123147694e-102,2.0131579924792,0.425,0.189,8.77036190134548e-98,"CM11","Tceal7"
8.68973268602681e-66,1.51427599186044,0.269,0.108,2.63437936109589e-61,"CM11","Krt18"
6.05142329816268e-75,1.49471035957155,0.412,0.201,1.834549487071e-70,"CM11","Casq1"
2.45385100927393e-71,1.46234283635823,0.283,0.112,7.43909471971484e-67,"CM11","Mybpc2"
1.02999569069532e-75,1.45599202388051,0.451,0.23,3.12253493591193e-71,"CM11","Nmrk2"
0,8.03042209505506,0.567,0.005,0,"CM12","Cntn2"
0,6.98154878011697,0.252,0.003,0,"CM12","Ptges"
0,6.80512959400802,0.331,0.005,0,"CM12","Nsg2"
0,6.79035033719429,0.295,0.012,0,"CM12","Lyz2"
0,6.62026258482899,0.638,0.018,0,"CM12","Cacna2d2"
0,6.42638435484561,0.441,0.006,0,"CM12","Sbk2"
0,6.15808458451601,0.542,0.016,0,"CM12","Cpne5"
0,5.58260817470295,0.876,0.125,0,"CM12","Mgp"
0,5.45293777388693,0.259,0.01,0,"CM12","Crispld2"
0,5.15002708895742,0.712,0.054,0,"CM12","Slit2"
0,9.62423802328378,0.949,0.012,0,"CM13","Sln"
0,8.3818805750469,0.817,0.009,0,"CM13","Mybphl"
0,8.05787330953323,0.628,0.012,0,"CM13","Fgf12"
0,7.59348535471585,0.295,0.002,0,"CM13","Nr2f1"
0,6.87137149084825,0.378,0.01,0,"CM13","Bmp2"
0,6.06810194078772,0.596,0.027,0,"CM13","Slc22a1"
0,5.74883639006578,0.282,0.009,0,"CM13","Slc39a8"
1.0065374873556e-237,5.63530136299385,1,0.474,3.05141904666724e-233,"CM13","Myl7"
0,5.49535179297207,0.263,0.007,0,"CM13","Plppr5"
4.40167745067378e-263,5.31371349020579,0.311,0.021,1.33441253594626e-258,"CM13","Adamts8"
2.07419999224687e-07,0.948011842898609,0.398,0.325,0.0062881446964956,"CM14","Gm10221"
0.00300232033474623,0.862676391919476,0.324,0.289,1,"CM14","Rpl27-ps3"
1.42944052350361e-94,0.85919032838434,1,0.995,4.33349189105354e-90,"CM14","Gm2000"
2.779826132296e-42,0.851023974558014,0.968,0.853,8.42732090266857e-38,"CM14","Gm10076"
1.77404205990681e-73,0.850663927235342,1,0.995,5.3781859088135e-69,"CM14","Rps28"
3.00538976243978e-72,0.838454439783895,1,0.994,9.11113960381245e-68,"CM14","Ndufb1-ps"
1.41234120167159e-78,0.835367245070312,1,0.998,4.28165358698759e-74,"CM14","Atp5e"
2.60776062907553e-07,0.813785375516109,0.469,0.419,0.00790568712310537,"CM14","Rpl35a-ps6"
4.67962032906342e-73,0.813555702257885,1,0.988,1.41867369895887e-68,"CM14","Gm11808"
2.64797302014641e-53,0.811446697891895,1,0.937,8.02759500787585e-49,"CM14","Adgb"
0,14.7429586677523,0.265,0,0,"CM15","Tpsg1"
0,14.5064062370447,0.439,0.003,0,"CM15","Cma1"
0,14.3915575168314,0.286,0.001,0,"CM15","Mcpt4"
0,14.335777609172,0.439,0.004,0,"CM15","Tpsb2"
0,14.0502068673345,0.265,0,0,"CM15","Trbc1"
0,13.6466650068935,0.408,0,0,"CM15","Mrgprb2"
0,13.5525075130692,0.429,0,0,"CM15","Il1rl1"
0,13.5255094772311,0.439,0.006,0,"CM15","Cpa3"
0,13.4626188972066,0.418,0.001,0,"CM15","Tpsab1"
0,13.374860391432,0.276,0,0,"CM15","Fcer1a"
