"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,2.62255625291678,0.336,0.078,0,"CM3","Gm40841"
0,2.59612933933827,0.37,0.073,0,"CM3","Gm47493"
0,2.4663975456445,0.461,0.15,0,"CM3","Kcnd2"
0,2.43251961164368,0.414,0.104,0,"CM3","Nr3c2"
0,2.37627672440589,0.992,0.742,0,"CM3","Ctnna3"
0,2.28976302445922,0.3,0.092,0,"CM3","Fgf14"
0,2.26979855590764,0.704,0.281,0,"CM3","Filip1l"
0,2.2646162847866,0.625,0.232,0,"CM3","Rgs6"
0,6.31117798860815,0.315,0.004,0,"CM4","Xkr5"
0,6.23909444052275,0.919,0.053,0,"CM4","Prc1"
0,6.11419992379744,0.713,0.015,0,"CM4","Aurkb"
0,6.08334662748075,0.706,0.019,0,"CM4","Pbk"
0,5.94748400212674,0.619,0.017,0,"CM4","Mxd3"
0,5.91487792727129,0.491,0.01,0,"CM4","Cdca5"
0,5.89277476974165,0.642,0.016,0,"CM4","Esco2"
0,5.83231983661706,0.786,0.036,0,"CM4","Aurka"
0,5.79021367785358,0.321,0.006,0,"CM4","Sapcd2"
0,5.7374792454953,0.954,0.088,0,"CM4","Cdk1"
0,3.67121457529401,1,0.547,0,"CM5","Nppa"
9.29751219949824e-272,1.49217036242305,0.696,0.472,2.81863379839989e-267,"CM5","Myl4"
0,1.47448588407466,0.972,0.808,0,"CM5","Nppb"
6.91570598829827e-121,1.46757837995853,0.354,0.196,2.0965654274125e-116,"CM5","Xirp2"
5.38681818325134e-186,1.40131938523665,0.391,0.19,1.63306780043448e-181,"CM5","Casq1"
3.57596675702097e-156,1.29933850370529,0.569,0.374,1.08409008205848e-151,"CM5","Mest"
9.20565260278321e-267,1.23382173255364,0.635,0.371,2.79078564305976e-262,"CM5","Slc6a6"
1.64766756862986e-133,1.15847159235717,0.423,0.245,4.99506900105828e-129,"CM5","Myl1"
0,2.74631155041205,0.484,0.079,0,"CM6","Cdkn3"
0,2.58296490295757,0.654,0.126,0,"CM6","Ccnb2"
0,2.42355477974526,0.859,0.236,0,"CM6","Lockd"
0,2.32879095694561,0.601,0.142,0,"CM6","Cenpm"
0,2.31971223489592,0.799,0.352,0,"CM6","Cenpa"
0,2.28646073198238,0.389,0.104,0,"CM6","Gm11837"
0,2.28356431140856,0.782,0.16,0,"CM6","Cdca3"
0,2.20681984059485,0.442,0.112,0,"CM6","Kif20a"
0,2.18723939131291,0.743,0.226,0,"CM6","Cenpw"
0,2.17511203086971,0.995,0.706,0,"CM6","Stmn1"
0,2.86246442600894,0.938,0.569,0,"CM7","Cmss1"
0,2.71232276670999,0.345,0.057,0,"CM7","Gm19951"
0,2.70242695744295,0.312,0.05,0,"CM7","Gm48099"
0,2.52037007686568,0.573,0.121,0,"CM7","Kcnip1"
0,2.50985387341189,0.785,0.325,0,"CM7","Cdk8"
0,2.14263124054596,0.288,0.064,0,"CM7","Camk1d"
0,1.95307599177544,0.999,0.942,0,"CM7","Gm42418"
5.1434300185698e-177,1.84822991489725,0.311,0.115,1.55928224442962e-172,"CM7","mt-Co3"
0,1.60552889665729,1,1,0,"CM7","mt-Rnr1"
0,1.55156920271789,0.773,0.404,0,"CM7","Gphn"
0,4.07656928653986,0.944,0.125,0,"CM8","Hspa1b"
0,4.05435924958159,0.996,0.203,0,"CM8","Hspa1a"
0,2.35022829820391,0.672,0.298,0,"CM8","Dnajb1"
4.1851449582999e-237,2.02993855221583,0.384,0.13,1.2687685455582e-232,"CM8","Hsph1"
1.52478280846229e-139,1.65891167947111,0.493,0.27,4.62253156213429e-135,"CM8","Abra"
0,1.58736699244509,0.864,0.415,0,"CM8","Atf3"
0,1.16734824095561,0.991,0.859,0,"CM8","Jun"
8.42412693071661e-199,1.16248581342076,0.815,0.598,2.55385832031605e-194,"CM8","Bag3"
7.97695102508005e-159,1.16166300783546,0.737,0.495,2.41829247276327e-154,"CM8","Ccn1"
5.6994017132964e-61,1.1550935523179,0.288,0.153,1.72783062340294e-56,"CM8","Ddit3.1"
0,4.15527592769122,1,0.16,0,"CM9","Ddc"
2.58110401081047e-16,0.521385967253977,0.309,0.225,7.82487491917301e-12,"CM9","2310040G24Rik"
8.03068341585489e-19,0.507451842018844,0.334,0.241,2.43458198435057e-14,"CM9","Palmd"
1.1959340938356e-16,0.501182816390268,0.317,0.232,3.62559379887201e-12,"CM9","Cmbl"
7.07489711026019e-16,0.494744725716233,0.305,0.222,2.14482580794648e-11,"CM9","Fn3k"
7.21519894855034e-24,0.494672636179742,0.425,0.31,2.18735971324252e-19,"CM9","Gm34030"
0,7.83852131988964,0.336,0.004,0,"CM10","Car4"
0,7.61004366554551,0.407,0.006,0,"CM10","Timp4"
0,7.54600818219842,0.378,0.005,0,"CM10","Sox17"
0,7.53485156228846,0.707,0.03,0,"CM10","Cldn5"
0,7.21923613218175,0.687,0.025,0,"CM10","Gpihbp1"
0,7.17715792101364,0.496,0.009,0,"CM10","Ly6a"
0,7.08119603038726,0.693,0.023,0,"CM10","Apold1"
0,7.02440856801134,0.628,0.022,0,"CM10","Ly6c1"
0,6.94827034520568,0.474,0.01,0,"CM10","Myct1"
0,6.86095860521817,0.725,0.033,0,"CM10","Esam"
0,4.47395799387091,1,0.242,0,"CM11","Acta1"
1.15176191107187e-52,1.75515624630478,0.396,0.191,3.49168140960548e-48,"CM11","Tceal7"
5.91212961253785e-39,1.72064350797933,0.308,0.146,1.79232121333698e-34,"CM11","Cnn1"
2.8012814772122e-92,1.67729053922905,0.422,0.157,8.49236492631651e-88,"CM11","Lrtm1"
2.98094969253324e-45,1.32810480890651,0.437,0.232,9.03704708788376e-41,"CM11","Nmrk2"
2.99313901361374e-32,1.17160056475372,0.561,0.392,9.07400023367142e-28,"CM11","Fhl1"
7.63572754664913e-31,1.04181329561899,0.303,0.153,2.31484716304215e-26,"CM11","Gm41505"
5.82522343769409e-46,1.03684976471122,0.469,0.253,1.76597473737134e-41,"CM11","Gm5860"
0,8.09037375478864,0.579,0.005,0,"CM12","Cntn2"
0,6.99109639605366,0.255,0.003,0,"CM12","Ptges"
0,6.86217423122082,0.305,0.012,0,"CM12","Lyz2"
0,6.69238157295663,0.325,0.005,0,"CM12","Nsg2"
0,6.57787832919878,0.599,0.019,0,"CM12","Cacna2d2"
0,6.35359054899339,0.565,0.016,0,"CM12","Cpne5"
0,6.252346496065,0.412,0.007,0,"CM12","Sbk2"
0,5.50927264988921,0.839,0.126,0,"CM12","Mgp"
0,5.41571695270615,0.25,0.01,0,"CM12","Crispld2"
0,5.19389325379128,0.502,0.025,0,"CM12","Sema3c"
0.000493741984567599,0.935336910108551,0.331,0.289,1,"CM13","Rpl27-ps3"
3.87571758651388e-06,0.905184729987986,0.38,0.326,0.117496254352755,"CM13","Gm10221"
1.95551295282008e-104,0.871396937039774,1,0.995,5.92833306776936e-100,"CM13","Gm2000"
6.30057074787313e-82,0.863209464119246,1,0.994,1.91008102792522e-77,"CM13","Ndufb1-ps"
1.01814947073488e-89,0.850893141618497,1,0.998,3.08662193547986e-85,"CM13","Atp5e"
1.59391577938525e-44,0.845638726605909,0.97,0.853,4.83211507678432e-40,"CM13","Gm10076"
2.18333600461495e-79,0.844072545612213,1,0.995,6.61900143159069e-75,"CM13","Rps28"
1.02441869126152e-112,0.819855302071939,1,0.993,3.10562770442842e-108,"CM13","Gm10053"
2.07903668540962e-07,0.808029290534401,0.486,0.44,0.00630280761548779,"CM13","Gm6133"
4.05907727807989e-76,0.807612611023773,1,0.988,1.2305498676227e-71,"CM13","Gm11808"
0,9.61348633687571,0.954,0.012,0,"CM14","Sln"
0,8.3583575350661,0.823,0.009,0,"CM14","Mybphl"
0,8.07618980143186,0.639,0.012,0,"CM14","Fgf12"
0,7.6264619764377,0.302,0.002,0,"CM14","Nr2f1"
0,7.1341617145567,0.252,0.003,0,"CM14","Pvalb"
0,6.87045722276526,0.38,0.01,0,"CM14","Bmp2"
0,6.06076437093441,0.6,0.027,0,"CM14","Slc22a1"
0,5.756011867547,0.285,0.009,0,"CM14","Slc39a8"
1.28034604500793e-232,5.64798744259403,1,0.474,3.88149707004605e-228,"CM14","Myl7"
0,5.51210686768512,0.266,0.007,0,"CM14","Plppr5"
0,14.3262569538599,0.387,0.003,0,"CM15","Cma1"
0,14.2114082336466,0.252,0.001,0,"CM15","Mcpt4"
0,14.1556283259873,0.387,0.004,0,"CM15","Tpsb2"
0,13.4665157237088,0.36,0,0,"CM15","Mrgprb2"
0,13.3723582298844,0.378,0,0,"CM15","Il1rl1"
0,13.3453601940463,0.387,0.006,0,"CM15","Cpa3"
0,13.2824696140218,0.369,0.001,0,"CM15","Tpsab1"
0,12.418618756266,0.252,0.001,0,"CM15","Calca"
0,12.4030127814026,0.279,0,0,"CM15","Tph1"
0,12.1348396522699,0.333,0,0,"CM15","Cst7"
